,ci_test_results,z_test_results,z_test_p_values,t_test_p_values,mean_diff
TMCC1,False,False,0.17935507499860204,0.17966038459604347,3.452347771199996
RANBP3,True,True,6.291171861808308e-05,6.756425490772688e-05,6.473980969000003
GABRG3,False,False,0.7046034681030153,0.7046841117692383,0.7634070435804294
ARRDC5,True,True,0.015753972511369136,0.015932983431862037,3.334423707060001
LRP3,False,False,0.09176777808196993,0.09208033794580425,2.7254653817396006
TIMM23,False,False,0.6305279322950621,0.6306333607237808,1.0747616329999943
TBPL1,False,False,0.05085094485699335,0.051130175729337785,3.376623317999993
BIRC8,False,False,0.3847092487643954,0.38491824883132875,1.323908575604734
TTC28,False,False,0.8339745896134325,0.8340173687212435,0.1595614689999998
C19orf66,True,True,3.3561610236534403e-10,5.002602281995369e-10,8.661250377600002
ZNF583,False,False,0.9421997016699502,0.9422142295030242,0.09349685152000031
NXPH4,False,False,0.6597074125126259,0.6598027604238355,0.9517191086219992
MAK,False,False,0.40539229165980606,0.40559133101679723,0.7315005632309199
MXD3,True,True,4.0309268621519264e-06,4.553459105854811e-06,3.658473958800002
UCP2,False,False,0.22203582508496467,0.22232422522403933,30.522599930000013
HELB,False,False,0.8694587410969313,0.8694920195175638,0.15222922017999974
CCDC25,False,False,0.14251028173103716,0.1428252979119757,1.1000874356000026
DHPS,False,False,0.2104865084874199,0.2107798822282094,2.364227203999995
PAFAH1B2,True,True,0.03609765408856413,0.036349070309829035,2.888073079999991
SIGLEC7,True,True,2.147931931291622e-37,9.636798986598196e-35,24.735630019995998
CAMLG,False,False,0.48668557278112745,0.48684750890779993,1.5713565659999915
KCNQ2,False,True,0.04985935322812013,0.050137096567589634,3.6101184150075984
COPS6,False,False,0.0684379573333524,0.06873713075202115,11.078509527999984
CHCHD3,False,False,0.7807649039575059,0.7808225568955627,0.715540451999999
GSG2,False,False,0.12223649534456373,0.12255351653714705,1.374691082490001
CLEC4C,False,False,0.27916570194958445,0.27942711013964616,6.4732139860809
FAM216A,False,False,0.22839318185204027,0.22867875097637116,0.8787648459199993
NONO,False,False,0.5895647348627966,0.5896850675817199,2.6744258200000104
OTOG,False,False,0.5744088850786948,0.5745349654096978,0.6072241034651505
SLC25A47,False,False,0.7549488380312164,0.7550140356224248,0.05807937151415202
CHGA,False,False,0.23183138289125738,0.23211539680709856,1.733993759395216
CHM,False,False,0.6810330353243059,0.6811212817168142,0.6056663524000001
GABRB2,False,False,0.26770334292319997,0.2679703764329104,1.3601082749992996
SRGN,True,True,7.33289451419209e-14,1.6057739881886095e-13,301.00887442399994
EDDM3B,False,False,0.060929482193263065,0.06122147536692685,3.0242210720017373
TRIP11,False,False,0.47529184004817027,0.47545875964434114,1.2718069896000017
RNASET2,True,True,0.04431660078817043,0.044585115948092405,19.114355823999972
PPP1R18,True,True,3.148263710753985e-31,2.229841507001704e-29,52.28691624200002
S1PR1,False,False,0.24150386939470714,0.24178342794597724,3.846129888980002
TANC1,False,False,0.16421444807095553,0.16452448357115967,1.119327881636
TAS2R50,False,False,0.8780120608248763,0.8780430900345312,0.18376447390724193
CCNF,False,False,0.5826160217992267,0.5827389737349858,0.5713072295400003
KIAA1147,False,False,0.1929776805411172,0.19327807738046854,1.8850987764000067
CYBRD1,False,False,0.9114571470390527,0.9114795061530875,0.31907614974000253
VPS25,True,True,0.035311820561926256,0.03556134500385008,4.562499167999995
RANBP17,False,False,0.9517897411559169,0.9518018457352342,0.07732660479169917
PLEKHD1,False,False,0.37277198161693426,0.3729868080359642,1.1780142311379995
RAPGEF3,False,False,0.07603381637925917,0.07633864974843102,1.650282376646
DLG5,True,True,0.024766110597061568,0.024984431569503498,3.853035726720602
OR8U8,False,False,0.7561124442691552,0.7561772966546719,0.10859459669169219
CCDC85C,False,False,0.13635025792430222,0.13666619841790228,2.0230415834800013
ABR,True,True,1.4693253980831154e-08,1.9213746578356185e-08,98.37447376200004
HNRNPCL3,False,False,0.8881588622168943,0.8881872411732559,0.2815535895234289
NKAP,False,False,0.0742804969645949,0.07458415133791366,1.6580555935999985
TCP11L2,True,True,0.0014370306243291448,0.001481683128464073,9.4734148796
LHX9,False,False,0.6435578297857163,0.6436587035006153,0.32261162193119963
NEUROD4,False,False,0.9979780362495845,0.9979785426921786,0.002943551269476652
ERBB2,False,False,0.10153187812435842,0.10184711881016838,14.5585061994
MMP3,False,False,0.15801072406186012,0.1583224250935814,19.350364083438294
ENO4,False,False,0.29807247201094567,0.2983244903995742,0.7129247936751397
ABCC1,False,False,0.06235610916936057,0.0626496031280148,2.9515508892000035
IGSF10,False,False,0.6754345450006933,0.6755246347148164,0.8807415180879596
CACUL1,False,False,0.5892041597365141,0.5893246277076093,0.25409789880000133
CYB5D1,False,False,0.25364212667424724,0.25391595264026806,0.9403824077999996
ZNF616,False,False,0.14153108887406532,0.14184626836626527,2.0540225489999973
ELL,True,True,0.045556172335416055,0.04582689409702835,2.3963807556000027
SDHAF2,True,True,9.529203373889816e-10,1.3664169081870956e-09,8.833336398
SLC8B1,True,True,0.0013832971163080356,0.0014268357649236075,1.8542672113599963
FAU,True,True,6.664011882219437e-07,7.839965428502195e-07,132.21039143999997
PITHD1,True,True,0.00017717124087808454,0.00018735517455591762,6.184571885999986
CD200R1,False,False,0.9299748562643371,0.9299924854146602,0.07070111582399985
LRRC32,False,False,0.6649317219954052,0.665025309961606,0.5558862317655997
COPS5,True,True,0.0009788306941365924,0.0010133363946611975,5.435331194000007
IDE,True,True,0.0012919773596719907,0.0013335812730427992,4.179155433200002
MRPL38,False,False,0.3925487179308187,0.3927539214223349,1.2491434387400027
TDRD1,True,True,0.03876150858580196,0.039018978947082256,3.2147958825449
IAH1,True,True,1.1419283873192846e-06,1.3263780827444007e-06,4.213838764000002
HRC,False,False,0.5381453292897758,0.5382856917817821,0.420468649546888
C12orf29,True,True,0.04965187566468543,0.04992930185599326,0.5011068579399991
SLITRK6,False,False,0.1632962897460255,0.16360658257811828,0.92379799423044
CNFN,True,True,0.0070433001375201625,0.007161624250940185,4.5332518198508
NFATC2,True,True,3.552946929189933e-23,3.6165067931893896e-22,18.884152625200002
EIF3L,True,True,0.0005696455239373819,0.0005933675830046447,9.308353027599999
CBFA2T3,True,True,0.0006001777828601485,0.0006247858653525647,8.862453470791994
CXorf58,False,False,0.23803512199828758,0.23831629109100602,0.8939049535140123
CTRC,True,True,8.22913247943402e-07,9.6323227148062e-07,1.4471759854219997
LAGE3,False,False,0.9322198185875773,0.9322368770673845,0.14895400300000716
AMELY,False,False,0.34020345465732027,0.34043440086097077,1.293060430871946
HTN3,False,False,0.13946471075093383,0.1397802149198266,1.378954492174
NPTX1,False,False,0.37756249844789425,0.377774980466247,1.2560098708911998
FAM179B,False,False,0.20198621356978652,0.20228308409529328,1.2628759145999995
OR7D4,False,False,0.1879531669041088,0.18825543928721672,1.8247928506498807
RSPH3,False,False,0.062333315219612065,0.06262678573137648,1.818754792600001
ELK3,False,False,0.3932034974179096,0.3934083849401946,1.9538544217999956
NUP62,True,True,0.03856385528698438,0.03882089462079191,5.17301248199999
KIF4A,False,False,0.07530854824519378,0.07561290267816032,2.8560336053499995
RNF41,True,True,0.012104653243580713,0.01226217979170637,3.9146341079999942
AIFM1,False,False,0.28292396332036873,0.28318351410651,1.661357596000002
LPCAT3,False,False,0.45845916177689205,0.45863357798103244,1.0134322901999973
NUDT22,True,True,0.001553403032415596,0.0016004099741676308,6.377623307599997
PINX1,False,False,0.26908308047415364,0.2693494404821365,1.9919494934000035
GKN1,False,False,0.5723414449239443,0.5724683193082974,0.5683324988936409
KMT2A,False,False,0.8732321978967734,0.8732644822575416,0.1924614086000105
CLTC,False,False,0.05936944696639645,0.05965971936412742,9.145433200000042
CLGN,False,False,0.4748699940649237,0.47503709958940454,1.1045218039861409
PPAPDC1A,False,False,0.5860519777945925,0.5861736312316479,1.0532225531403854
RBMXL3,False,False,0.2383780901756386,0.2386591006358824,0.8886048000126792
ARMC7,True,True,1.6848037350983382e-05,1.8505855701745986e-05,5.403764326800001
PLOD3,False,False,0.36138431161606843,0.36160474156728184,4.115113380400011
LGI4,False,False,0.5727930081205278,0.5729197088641156,0.42360720000912
PAQR6,True,True,0.017290772200027782,0.0174776734652112,0.9185074252115997
SLC5A5,False,False,0.2070290913745051,0.2073239056701842,0.49604589446860003
MAGED2,True,True,0.0407141330550134,0.04097571449100907,6.686986764000011
PRDM1,True,True,9.931059774751439e-09,1.3147980739150907e-08,15.966229316480003
DHX57,False,False,0.6733538387003566,0.6734446172628544,0.5717189464000008
OR51B5,False,False,0.7859705434177215,0.7860267028650572,0.2881483917916505
KIR3DP1,False,False,0.1866637024008002,0.18696644463102358,2.372239687270001
BPNT1,False,False,0.4498198698996323,0.4499981946538779,1.6872517712000032
CTBP2,True,True,3.4047276768674916e-44,1.6490605884587802e-40,27.586859792279995
RBM24,False,False,0.33167154893348627,0.33190675595284425,1.2855161299860285
SLC2A3,True,True,0.01700675749715301,0.017192244923323826,21.717666318800013
UBE2A,False,False,0.500076793393748,0.5002329676097547,1.8161099960000229
MIPOL1,False,False,0.478444366704053,0.47860990002276094,0.21216476274999962
EXOC3L4,False,False,0.3337143802646897,0.33394856619090174,1.6432699947874205
IFNA10,True,True,2.4511183051019597e-05,2.6742506917504852e-05,154.1373470676981
PSMA6,True,True,0.005770732099379089,0.005876497255037384,22.78488980000003
PTPN2,True,True,1.4924547905023744e-06,1.722888188822838e-06,11.227443776000001
SWI5,True,True,0.011560260600526714,0.011714182712040848,5.167930894600005
TMEM125,False,False,0.589898463465661,0.5900186710668969,0.4732235552545401
POLR2L,True,True,0.002566962526848234,0.0026319203473676115,9.817787628000005
CCDC8,False,False,0.36333591991986125,0.3635553866803871,0.9297701744843196
TBC1D3I,False,False,0.09900073898965152,0.09931541601612066,1.8995270143274
SLC24A3,False,False,0.28560223458584433,0.28586045851795183,0.82582166046298
CASC10,False,False,0.870265867485488,0.8702989330401358,0.20818998444960046
FATE1,False,False,0.4417151206116997,0.4418971487956709,0.42321032754603816
SERAC1,False,False,0.05737934598987692,0.05766729657550312,3.805554633720001
JAKMIP1,True,True,1.1774317687886364e-06,1.3666448323420043e-06,6.562955910236802
SLC25A17,True,True,0.04469642894648867,0.04496562953273001,0.9099700567399989
PRSS36,False,False,0.48006455670950277,0.48022937977147595,0.16814631564960014
ZSCAN10,False,False,0.2309559270337198,0.2312403384641983,0.9461616853661998
RIPK4,False,False,0.929396905772463,0.9294146819270264,0.09928304679766509
HSD3B1,False,False,0.4934027290757309,0.4935617620480489,0.8790023472094675
TECTB,False,False,0.49454252506844953,0.49470106800031877,0.5522400162441208
NFKBIA,True,True,8.414382749694636e-05,8.995729057168174e-05,198.36976809800012
ACTR3C,False,False,0.1973535868667341,0.1976522956476648,1.8802246518900025
ODF3L1,False,False,0.29636808213380184,0.2966209508677307,1.9511849706406796
CES3,False,False,0.42485957323915524,0.4250494138564038,1.3103762492079993
CNN1,False,False,0.605902164935946,0.606016444661633,1.2313449062918007
SSX5,False,False,0.42514466595750244,0.42533437322998313,1.3296968572706405
AUP1,False,False,0.7484940151453983,0.7485611368703524,0.6614372882000019
SMCP,False,False,0.30333043043187646,0.3035798223803029,0.5057450141530714
LRPAP1,False,False,0.4390556446726228,0.43923889571046326,0.6621927363999998
ITPRIP,True,True,4.5988500355622086e-18,1.8277399133714016e-17,22.619033878999993
C2CD4D,False,False,0.2272521084143172,0.2275381900623528,1.3886803427719998
SPON1,False,False,0.5965208636261738,0.5966386011809024,0.7798378717047996
ANK3,True,True,0.03288069129705455,0.03312403082756563,3.301573258359996
PARM1,True,True,1.526202128894357e-14,3.6407206741723504e-14,5.496005854381001
RAB24,True,True,0.0001362091311728297,0.00014457819635597564,7.622178399800013
TFF3,False,False,0.9837217400771184,0.9837258184173527,0.05135022759518648
FAM98B,False,False,0.31906096036146736,0.31930247864515543,1.7379102960000026
SH3PXD2A,False,False,0.32073286322191064,0.3209735442774042,1.9545882266000003
SERGEF,False,False,0.48229953639099243,0.48246338214144546,1.0078825493999979
MRPL30,False,False,0.24209135556493855,0.24237064002866696,2.0529785534000027
CTNNA3,False,False,0.31942339266096487,0.31966472944687957,1.5777498076960996
SMOC2,False,False,0.14143197976571645,0.1417471754524238,2.7954821568403005
C8orf46,False,False,0.5539572664139656,0.5540913086660431,0.8046653986055003
EFCAB14,False,False,0.33247310312192857,0.3327079094314761,1.932621214000008
DPY19L2,False,False,0.06931201808532667,0.06961191901049947,3.2478224994231994
CGB7,False,False,0.7355038369363089,0.7355748793208139,0.3269501430309998
RGCC,True,True,0.00018555191271069597,0.00019609118413831423,24.91858655232
PLAC1,False,False,0.5730912000351132,0.5732177861774465,0.47685729539769994
EGR4,False,False,0.19218289941592903,0.19248359752542646,0.5285271555604598
GAL3ST3,False,False,0.6875089376093233,0.6875950700168492,0.42424140041996616
VGLL1,False,False,0.7063548858990214,0.7064349745479169,0.9336188630801008
ZNF835,False,False,0.050244361020639484,0.0505226874322012,0.5742514293030003
TM6SF2,False,False,0.44275016758678465,0.4429317208566719,0.8040133178346139
FYN,True,True,1.4424406707658718e-56,1.2608236042906705e-50,170.0106100182
PLA2G15,False,False,0.32420285040816543,0.3244417941186959,1.091358079799999
ACPT,False,False,0.5004962830395452,0.5006522784327991,1.0038297455415002
DEFB104A,False,False,0.7101259252309879,0.7102048233798601,0.6875383188445121
ITGB1BP2,False,False,0.7024987970264884,0.7025801094319248,0.4468980170393997
ACTR6,False,False,0.12257840642578742,0.12289542062182673,2.2129214796000003
WNT5A,False,False,0.3031546663096324,0.30340414612185246,1.9351163683561285
FDCSP,False,False,0.9995992202778167,0.9995993206609652,0.0008179868086224396
TAC3,False,False,0.3402948879865203,0.3405257885883618,0.5401119144713944
MYO9A,False,False,0.7796398031764236,0.7796977800906819,0.5644954446000003
OR51H1,False,False,0.31859774582545275,0.31883949607911927,1.7186250161048255
OR5P3,False,False,0.30440728375871695,0.30465613730649016,0.9274455011481191
GAS8,False,False,0.8881063941451545,0.8881347867580317,0.12590997381799962
APOBEC3B,True,True,0.01630525171305081,0.01648716215081008,4.875981990599998
ATF7IP,False,False,0.15676790153202977,0.15707991480051714,3.1489845326000108
ANKS6,False,False,0.3021464625960958,0.30239644632478796,1.1851302170000002
CUX2,False,False,0.8652293373761035,0.8652637334165417,0.16928179686732037
POU3F2,False,False,0.9205328272309383,0.9205528628198323,0.04873812175499992
FAM127B,False,False,0.22879205190272844,0.22907744143702644,2.7239433652000002
AC037482.2,False,False,0.7010119664865633,0.701093752493648,0.37239975499781997
DCAF6,True,True,0.03156573004382018,0.03180550009745049,4.879915745600005
SLC9C2,False,False,0.15191235820174415,0.1522255178839933,1.9914610797932282
XCR1,False,False,0.7384892230560087,0.7385593585669106,0.3901962439699993
NOTCH3,False,False,0.2460595247830647,0.24633694847142276,2.59623548237
PHB,False,False,0.695424027342082,0.6955076020581874,2.396784033999978
CMTM7,True,True,0.00845587911168895,0.008586623439255541,4.352193672200009
CRHR1,False,False,0.9168611416038944,0.9168821159034226,0.0574266097345183
ZNF575,False,False,0.5230717507098692,0.5232182732151075,0.7462425697107999
SRRM1,False,False,0.054308666893472295,0.05459273764761698,2.959283208000002
FTCDNL1,False,False,0.2393212560367377,0.23960182955811588,1.3892707061980003
DUSP4,False,False,0.7953864854457723,0.7954399658856127,0.6362300364460047
LRWD1,False,False,0.8171305087065519,0.8171779069319702,0.5790663420000044
SSPN,True,True,0.0001196135325890964,0.0001272036850576984,5.094728568307399
RNF122,False,False,0.15142537601907843,0.15173864398207093,1.8516472065999974
DLAT,True,True,0.003314581941607177,0.0033907171758789487,2.451610464199998
KCTD19,False,False,0.845773304661007,0.8458128921089152,0.26357834141560055
ATG4B,True,True,4.631480355664841e-28,1.4328225863396974e-26,11.400470268000007
CT47A7,True,True,0.03849798694945584,0.03875488201637712,2.2659796407020174
ARFRP1,True,True,4.627850149029194e-06,5.212774557477528e-06,5.223217661799996
ZNF35,True,True,0.02550326246135386,0.025724184070157665,2.694943368859999
MFAP3,False,False,0.06510162840140934,0.06539782494515262,1.751640774799995
CALHM3,False,False,0.07577796244767801,0.07608262825588087,1.0310089458951135
GRIK3,False,False,0.8923561258961515,0.8923834139185416,0.09560491434389395
GC,False,False,0.5199834767388448,0.5201312776149107,0.19544324928311163
TCEAL3,True,True,0.011334728202891258,0.011487121573305193,2.6053008798000015
ANXA6,True,True,4.12057401740519e-20,2.3210997862397396e-19,73.16547572999997
RAB3IP,False,False,0.2595513897062861,0.25982237825915794,2.022268490600002
P3H4,True,True,0.042013411145047704,0.04227758664530293,1.775489348319999
DYM,True,True,0.011398460021557855,0.011551287555514347,3.2957730869999935
UBE2H,False,False,0.11781901570316232,0.1181360316345412,3.3398429739999926
BCL2A1,True,True,0.0012545474322327198,0.001295342291984746,38.83249620080001
ZNF329,True,True,0.016013040884748257,0.01619342438934695,1.4564714698000003
OR11H12,False,False,0.5374601551056106,0.5376007947401282,0.9315021767539797
PDE12,False,False,0.5984585265699032,0.5985755459800965,0.605785902400001
HELT,False,False,0.6162177013575436,0.6163282340191727,0.4574986095379294
SERF2,True,True,4.130609855809899e-09,5.627852842878527e-09,117.07464270000003
F9,True,True,0.010489643066240619,0.010636110918550476,1.966669921876545
SPR,True,True,0.018054830410279357,0.0182454414977523,3.1624081114900005
RP4-559A3.7,False,False,0.5688749286551626,0.5690031398760672,0.4555121574887796
UBQLN3,False,False,0.788987644636407,0.7890429425584194,0.22116467063305123
XRN1,False,False,0.907687383539836,0.9077107110686664,0.18276104280000283
ITPKB,True,True,5.546230449304403e-07,6.554221513107577e-07,9.292187125000005
ESCO1,True,True,0.012232215690474755,0.012390569910447841,2.5305899664000027
SIRPD,False,False,0.4788754498910106,0.4790407940861252,0.7163416390340003
TRIM51,False,False,0.17190784939954007,0.17221559182194757,2.4764787571260056
NDUFS5,True,True,0.04118291368603608,0.04144544368959682,21.007997604000025
HOOK2,False,False,0.6017759924287633,0.6018917870857676,0.6364311144000006
ETFDH,False,False,0.8473824995424812,0.8474216543268279,0.2892480216000006
NUPR1L,False,False,0.9927457324104181,0.9927475494839444,0.01469064897551009
PCNA,False,False,0.6088580785039013,0.6089712786455199,2.8865086260000226
SLC19A1,False,False,0.08265650814482,0.08296517963772428,1.7604680988600023
FAM19A1,False,False,0.7199663540015231,0.7200421742536515,0.4513693570263868
MED4,True,True,2.9938828530989354e-13,6.094488007994012e-13,9.262084551999997
FOXB2,False,False,0.09296244401288851,0.09327540843372595,2.233855408677751
TMEM139,False,False,0.1216136185889024,0.1219306498565675,3.66030040838
LARP1,False,False,0.2446290476701919,0.24490714400273841,3.349196687999992
PIK3CD,True,True,6.246564384334039e-11,9.951838744599295e-11,23.498789891
SET,False,False,0.27593424730149685,0.27619724785288535,10.609343040000056
SRY,False,False,0.29338119582928235,0.2936355532996721,1.4251210231732103
MBTD1,False,False,0.46049202907356523,0.4606655315304148,0.5177059736000018
PYCRL,False,False,0.28705755459693216,0.28731505652815087,1.549127336799998
STEAP3,False,False,0.6811140287705656,0.681202248603521,0.40508121514800166
ZNF721,False,False,0.8565875974563548,0.8566242888766464,0.2583622522000013
CCDC17,False,False,0.21872140270403218,0.21901125386359252,1.1443575983051004
TSPYL4,True,True,1.0057995988759668e-07,1.242811573434046e-07,2.8705011101999993
ADCY7,True,True,1.1389753610426093e-47,2.126627513996407e-43,58.24402113259998
MRPS15,False,False,0.5776936439198004,0.5778184676185651,1.1888080259999896
PDGFA,False,False,0.5633886002149802,0.563518941155685,0.9792897092999997
MTX2,False,False,0.2043229698789315,0.2046188944602633,1.8576571041999976
GRID2,False,False,0.24155745374119275,0.24183698730849787,1.121952800997089
MARVELD1,False,False,0.22059406910165336,0.22088310262947436,2.6768032007399967
CHRNA6,False,False,0.06013011124215069,0.06042123329480217,2.0858774287749924
JAK3,True,True,0.0004958065428848195,0.000517313734753586,5.7632583851399986
PPARD,True,True,0.008078341291236335,0.00820590194796364,3.3118165114000035
LCN2,False,False,0.2372293219485898,0.23751086320638456,39.84369958417717
ITGA1,True,True,3.36382799200872e-06,3.8144051009220785e-06,3.2896583604939984
CMTM3,True,True,7.632035455434123e-62,8.423456012319948e-55,34.905115553799995
TST,True,True,0.01781069933825286,0.01800013960064211,3.234959468419998
RERGL,False,False,0.09083570748741109,0.09114793575968878,1.6158909651660853
CERK,True,True,2.2175437678285154e-07,2.682301313170916e-07,8.362634534400001
OR14A16,False,False,0.39106891725329673,0.39127483548998165,0.698546412579184
TRNT1,False,False,0.10281685516909271,0.10313234941496603,2.065542058000002
PAXBP1,True,True,0.014265623417349941,0.014436384088884445,2.893613136799999
ZNF580,False,False,0.27045268021792457,0.2707183706089046,1.8174370639999964
GAL3ST2,False,False,0.12743588887149396,0.12775269528997732,2.0629261215540033
CCDC154,False,False,0.12778713296416033,0.12810391676590954,0.7199630677259994
IL22,False,False,0.3594477173598145,0.359669104182859,0.9385063558828921
UNC93A,False,False,0.3863751028853194,0.3865832941393401,0.5951442148660887
SLC3A2,False,False,0.7640365076169627,0.7640990223784249,3.387255849999974
MPP4,False,False,0.5839437741893221,0.584066223565655,0.6834220496532657
AP1S3,True,True,4.099568959567648e-06,4.629365207071498e-06,4.7802657897
TRIM71,False,False,0.5258659997061694,0.5260113703323284,0.14943066801816007
HINT1,True,True,0.013055947917684708,0.013219500470555383,20.345366092799992
TAP1,True,True,0.008559639932965993,0.008691243290576347,17.39410578799999
RHCE,False,False,0.5114515825913726,0.5116029440327085,0.8202799586324003
LCN15,False,False,0.9181088415901493,0.9181294967069153,0.20961364173765196
TNNI3K,False,False,0.6385923593624123,0.6386949585086233,0.7260380932020902
ERCC6L,False,False,0.21817986725321148,0.2184699537625732,0.8964514042
PITX3,False,False,0.2750384858494146,0.27530192697006334,1.425636444569803
DEFB1,False,False,0.6024766280805767,0.6025921648442039,1.0279012486940706
CDO1,False,False,0.38351471477548427,0.3837242954830513,1.7482266206344002
TBC1D31,True,True,5.323372102626147e-18,2.094184065126369e-17,15.659574718360002
SRF,True,True,0.001906556031316901,0.0019602839945806125,3.6720314347999974
CEP95,False,False,0.8345799685359594,0.8346225830329315,0.2919771823999966
APOBEC3D,True,True,1.5173048816701513e-10,2.332380781995745e-10,8.443211586120004
DMGDH,False,False,0.4982785215504407,0.49843546349991763,0.22510282364227996
AC012314.13,False,False,0.24673168484331554,0.24700879176652923,1.0988668937596
SORCS2,False,False,0.45446759297150596,0.4546438099541579,0.42735008262140006
TCIRG1,True,True,1.7084752245872858e-18,7.283216151904841e-18,135.793122834
PRAMEF7,False,False,0.7738565390268974,0.7739161880191637,0.3770138101953584
SPINK9,False,False,0.8993413358236945,0.8993668147993679,0.12504305505439994
PDE6D,True,True,0.002864304307047236,0.0029338742771725978,2.8516970379999975
CLEC4D,False,False,0.051230572572699425,0.05151036080495605,1.1985367198413668
ZNF703,False,False,0.17241804916983028,0.17272563130699214,2.1719813196000004
GPR157,False,False,0.8145596340256166,0.8146077441239837,0.5033884123599996
IGHMBP2,False,False,0.9587118608612136,0.9587222207382846,0.07590286119999945
RRN3,True,True,8.988147689733324e-05,9.599452658387612e-05,6.413327973999998
UBE2G2,False,False,0.8634671681538997,0.8635020309491792,0.3012561443999999
RBMX2,False,False,0.48792300100993524,0.48808440037060785,0.8188059235999958
XIAP,False,False,0.22174779751892448,0.2220363244596607,1.6685973240000003
AGPAT5,True,True,9.229923830107654e-15,2.2650616394935396e-14,7.166297310200001
MATK,True,True,1.2817309919563756e-56,1.147288277909585e-50,159.11580706456
HDDC3,True,True,0.02108985547846124,0.02129398653767123,2.2157532783999976
FNDC9,False,False,0.3417207921555343,0.341950981784376,1.3272656593324204
FAM65C,True,True,0.042465993663208274,0.04273104746418596,2.7045461223905396
TMUB1,True,True,0.0008912605109507146,0.0009236279005714846,7.066841433999983
SLC12A5,False,False,0.608906740181899,0.6090199225904442,0.734090565539999
PTPN6,True,True,8.445196054819548e-06,9.398224706005189e-06,24.47853483800003
RNF213,True,True,5.0748344439169e-13,1.0060580026810559e-12,31.448741974000015
OTX2,False,False,0.09333959939960755,0.09365268685026919,2.694230472692716
TMEM160,True,True,0.011278510876542152,0.011430519842462312,5.592998344800002
SKIL,False,False,0.09999326102177687,0.1003081694165831,4.087227813799991
ALPI,False,False,0.19025543315738536,0.1905568548144072,1.651736021958334
KSR1,True,True,2.0790232215147603e-06,2.3822384653207247e-06,7.3807762439000015
FRA10AC1,False,False,0.5742072758317887,0.5743334334896564,1.0079922154000016
DNAJC7,False,False,0.2856579280982887,0.28591612441290126,2.5901648739999956
ADCY6,False,False,0.4265064262153252,0.42669549712151045,0.7858595043439998
ZNF326,False,False,0.12083618807173761,0.12115322702422428,1.5595448273999963
SNCG,False,False,0.8612787966655758,0.8613142400261308,0.3729290998504613
COG6,True,True,0.0009908828948828818,0.0010256770155462438,6.611813527699997
POLR3B,False,False,0.10571582689608548,0.10603181610082307,2.814853575900001
RWDD1,True,True,6.932744028918008e-12,1.214225023459575e-11,10.578241112000022
METTL13,False,False,0.9727039105756464,0.9727107527489975,0.019256759799997525
CISD2,True,True,0.0068793128035755935,0.006996098647353955,2.840121769399996
PANK1,False,False,0.14933034579284163,0.1496440650655017,1.802070061228
FAM9B,False,False,0.5371562455587607,0.5372970082072208,0.4127668966480198
FBXL7,False,False,0.4233044561861765,0.423495024883343,0.6938407802369522
MRE11A,True,True,0.010579917728004392,0.010727034024701343,3.8181501788000034
CCDC116,False,False,0.2210635615634564,0.22135238920204034,1.711915064656
CCL25,False,False,0.35177540578427136,0.35200059346105084,0.7747935797445069
MRPS34,False,False,0.05126653680336001,0.05154637749419748,6.117948149999975
NBPF6,False,False,0.08223372771829142,0.08254218149553176,2.5915437086712
KRTAP26-1,False,False,0.1640953032377973,0.1644053723359858,1.0099430612335585
PSMD11,False,False,0.22152629279114877,0.22181491715758292,2.576687790000001
ZNF524,True,True,3.029937996658273e-06,3.4434663542368726e-06,5.268454912999999
SLC22A6,False,False,0.15454808160983877,0.15486063378500237,1.6097050021608426
ETV3,False,False,0.27486866307421,0.27513218767741177,2.0513298663999997
ARMC3,False,False,0.5512088511896269,0.5513439816596704,0.5980237387766856
ZNF792,False,False,0.2946135406550946,0.2948672841350281,1.1587355422399996
PRSS16,False,False,0.1602990022454719,0.16061010927118888,3.270269411861743
TIMM10,False,False,0.09496909410639515,0.09528268782087182,4.231746303999998
VGLL2,False,False,0.5435506671635599,0.5436888528168953,0.43510114118888965
WDSUB1,True,True,0.006764179048400558,0.006879871645556953,3.6640644744800017
SCGB3A1,True,True,0.009991580350540482,0.010134400223634491,4.147723693725869
PPP1R3F,False,False,0.6146773910708974,0.6147884796097001,0.1852262157400002
DNAJC16,True,True,0.000544233379559043,0.0005672051590952631,1.3229785014000015
BZRAP1,True,True,2.4780329641847423e-47,4.04284172129379e-43,77.26767448746001
UNCX,False,False,0.08354110174916397,0.08385021741098826,1.2828879702049478
THOC7,True,True,0.007843460364390655,0.007968992572127792,5.285826623999995
CT45A2,False,False,0.6368445357827233,0.6369477452766105,0.622594161669968
ZMAT5,True,True,4.822856604531583e-12,8.587168046543551e-12,4.371380939599998
ZBTB46,False,False,0.4922394075234571,0.4923989414234661,1.5916914703959995
OR14C36,False,False,0.31638959034972036,0.3166324464278255,2.0098243919199277
NFE2L3,False,False,0.10908138163440848,0.10939781794096524,3.229603398999995
EXOC2,False,False,0.3628220074681541,0.3630417277543325,0.9476024049999978
OSM,False,False,0.5137357549744455,0.513886159024578,9.512077294749993
C10orf90,False,False,0.39140313334459076,0.3916088900755411,0.9361715942649353
ELAC1,True,True,0.02285610965002705,0.02306732605646146,1.8847580538799988
GRB14,False,False,0.34790713372449655,0.3481342432365452,0.5000974256064279
FCHO2,True,True,0.00036523610848967683,0.0003825250763282066,1.8433071860000005
