,ci_test_results,z_test_results,z_test_p_values,t_test_p_values,mean_diff
CCL5,True,True,6.176092094647581e-54,1.6343215670459933e-48,740.7572582600602
CDK5R1,False,False,0.4709725688644597,0.4711413969358804,0.536036407600001
SKIV2L,True,True,5.006496037167246e-10,7.350843372900315e-10,6.824453954199996
KCNC2,False,False,0.8196286676795785,0.8196753759541028,0.2729771670835286
SFTPA2,False,False,0.9772705016191221,0.9772761977465829,0.03566418358564527
PPWD1,False,False,0.9817615654927491,0.9817661352569101,0.026111111600002346
USP17L5,False,False,0.6324889195218159,0.6325936568697482,0.5883799053174286
RAB5B,True,True,3.546839842931192e-05,3.845111318131501e-05,7.262674578000016
TXLNA,False,False,0.8071509336175478,0.8072011058396418,0.2584269499999934
COPS7B,True,True,7.398770526519509e-05,7.925695150032264e-05,16.405017722999986
SUSD6,True,True,8.351065899733936e-08,1.037255789884572e-07,7.665854623599998
SPINK13,False,False,0.31385911564433244,0.31410323890813646,1.1103400353053194
CD1E,False,False,0.07190268521423983,0.07220462196849013,2.252625006076876
P2RY10,True,True,1.0605428087373952e-20,6.651046929372973e-20,18.31645328772
CROT,False,False,0.9357299765506881,0.9357461438146344,0.10536522100000134
AC017081.1,False,False,0.10651083728057076,0.10682694416227567,3.0435399376399985
TREML2,True,True,0.0004685823291795748,0.000489244512838217,6.4346430593339985
ZNF41,False,False,0.21695552800518025,0.21724614476277318,1.034193339599998
SART1,False,False,0.9124976143424598,0.9125197065215045,0.2037524320000017
MCHR1,False,False,0.6879414668969628,0.6880274587993666,0.41531032460801987
AC012314.37,False,False,0.14780889757939894,0.14812292948208725,2.17861900171618
EVC2,False,False,0.6066505978105878,0.6067646037396571,0.6690087324029999
C1orf21,True,True,7.140799280304755e-19,3.2425644796517975e-18,6.211638299986001
PES1,True,True,0.01762013880398314,0.017808655758348755,5.470974202000008
NEK6,True,True,0.00046754818429860354,0.00048817794271127543,6.531104536000008
TMEM261,False,False,0.05025557496349771,0.050533918252532034,1.6888376465999961
CYR61,False,False,0.5748725669255857,0.5749984694993713,5.807882905248007
NDRG4,False,False,0.5856920811217107,0.5858138702599431,0.6538558137740003
XRCC5,False,False,0.8050093140365517,0.8050600853629539,0.8930652959999748
QKI,True,True,6.570627763018287e-07,7.732746639582482e-07,10.303448885199998
PTRH2,True,True,0.0006262983657040206,0.0006516518087506032,4.2709207674
NEO1,False,False,0.8420814277298304,0.8421220101645107,0.22777871225999746
DEK,True,True,5.199051807385798e-05,5.600652925485402e-05,12.781483378000019
PANX3,False,False,0.07857435895878837,0.07888077580967662,1.6633812695281127
GDPD5,False,False,0.11348585844420594,0.11380268668264612,3.3536966337999985
ABCB7,False,False,0.7613729583388136,0.7614362563085539,0.40448118400000155
DEFA1,False,False,0.7841170373865775,0.784173727573978,1.1364623796807365
SH3TC2,False,False,0.46236637327099894,0.4625390352613288,0.8234489225645543
TRIM49D1,False,False,0.267277184946099,0.2675444262556742,1.9385589156731449
GZMB,True,True,6.007974365956979e-27,1.4172107461471987e-25,659.5440623681003
RPL13,True,True,6.27809259732798e-12,1.1045015641120286e-11,463.09235588000047
TGM4,False,False,0.9897926860594373,0.989795242960053,0.020947082214999746
PFDN5,True,True,0.00028380672794194056,0.00029820958920931547,49.73617284000011
SLC5A4,False,False,0.5034906350095087,0.5036453569128769,0.6255126632268099
RNMTL1,False,False,0.10537947830442965,0.10569541542225458,1.1755273823999985
DYDC1,False,False,0.38456564875930266,0.3847747185982988,1.1098272227789998
FBXO4,False,False,0.15624305353426127,0.15655519641585433,2.582925512780001
RNF44,True,True,1.3390675483548642e-12,2.5317349559214825e-12,18.669416316599992
PDE11A,False,False,0.344358805615006,0.3445876808765471,1.6241670558495998
CLDN17,False,False,0.4339163488200751,0.4341019734605721,1.2825990739694404
EPHB3,False,False,0.2938167105691294,0.2940708510934601,1.9854123559934003
MELK,False,False,0.34570383100744473,0.345932036640459,1.9127522317200025
ACSM1,False,False,0.46365747035464966,0.463829554544425,1.354146244473001
IGHD,True,True,8.876567558456615e-32,7.320566532815058e-30,268.804389990312
GCFC2,False,False,0.09930450118974213,0.09961925046522112,2.7897139228000007
MUC22,False,False,0.7307478945764667,0.7308203890141558,0.23338899031117966
PDF,False,False,0.1311942791083783,0.13151079306012425,0.9613584943399989
C1orf109,False,False,0.07716490229515016,0.07747045848254602,2.817599413
HMGCS1,True,True,0.00045954107424617735,0.0004799189387600693,12.942419387000001
PEX12,True,True,0.032921245788683044,0.03316469281104468,1.8286570731959992
LRRC61,False,False,0.27402812199431326,0.2742920595917449,1.9429563741799996
FTL,False,False,0.6724117658097903,0.6725028569357991,163.97816091999994
MT1B,False,False,0.3489425795376697,0.34916917428665506,1.0656965352619565
KHDC1,False,False,0.5403474672451671,0.5404869408489148,0.26129840057599996
SF3B6,False,False,0.1125475866991743,0.11286434901281463,6.044980582000022
TYW5,False,False,0.3000705994809193,0.3003216202913283,0.9043402557220006
LDHA,False,False,0.4140107079064881,0.41420565254168396,166.17823245199975
KLK11,False,False,0.1239155198442458,0.12423249683945412,2.6645613235242
CC2D2A,False,False,0.14999504479734752,0.15030862346117727,0.8269702297011996
PNPLA6,True,True,0.0006087146475909498,0.0006335675818996556,6.893355723999996
FGFBP2,True,True,6.3071327413697014e-52,6.921419905646804e-47,267.127642283276
OR2H2,False,False,0.6016373859976593,0.6017532317053461,0.9513805373252997
SNCA,False,False,0.3513143777453781,0.3515397942884033,2.7735532786480093
DGKB,False,False,0.6311050760982775,0.631210300925318,0.7252898213864793
METTL7B,False,False,0.6005096454957773,0.600625906956229,0.5896538843259993
NEUROD2,False,False,0.32982455161569946,0.330060682247456,0.7234084153571212
ACSM2A,False,False,0.10634032178250327,0.10665640406441147,2.2065240779207187
KHK,False,False,0.5795171363286239,0.5796412650471052,0.6404492481000004
SERPINF1,False,False,0.27619275677551436,0.27645563011274893,17.67468998459998
MBD3L1,False,False,0.5146962857262187,0.5148462880844975,0.7024827125855568
OR5I1,False,False,0.2895376070336403,0.28979387707190535,1.448528530486779
ST3GAL3,False,False,0.9287177740828514,0.9287357230248555,0.0780592251000023
CCDC88A,False,False,0.27972506394915475,0.27998619604755565,2.348183749679997
GPR161,False,False,0.38816426464574827,0.3883715884385065,1.0212212316460003
TMEM184A,False,False,0.21821960030596865,0.2185096695643514,2.497582834570001
AGMAT,False,False,0.5213613113159592,0.5215085411607175,0.8165773040259996
OR2A42,False,False,0.05905048839643383,0.05934039840040434,1.6253064199846006
GSKIP,False,False,0.9412870484533411,0.9413018073131032,0.08009114640000092
CCND3,True,True,6.5109924825184355e-37,2.5016202313042096e-34,114.51662386799998
KRTAP17-1,False,False,0.24854851693881652,0.24882476547728127,0.3974060122875224
UBXN4,False,False,0.8165674418620061,0.8166149958397397,0.29417290799999307
EPPIN-WFDC6,False,False,0.7722409717262642,0.7723010898665461,0.4127754698385804
GSAP,True,True,6.747773730122949e-13,1.3189895267268358e-12,12.872242587399999
AC013269.5,False,False,0.5986945933298787,0.5988115253889307,0.46228294598789255
MED28,True,True,0.01637826037993903,0.016560548867452837,3.734361760000013
C9orf57,False,False,0.6699214414001609,0.6700133608122807,0.292630264288806
RFPL1,False,False,0.24014696419689108,0.24042715436534295,1.2714068787332156
SNTB1,True,True,0.003771551849866244,0.0038539107940581967,4.066970422640001
CHD2,True,True,0.018290920058212097,0.018482650762622083,8.905957648000012
ARHGDIA,True,True,1.1667541285373124e-09,1.6608902200901972e-09,41.07105126800002
POC1B,True,True,1.8716718752161418e-06,2.1496607252714432e-06,6.3106732008
DNM1,False,False,0.10409033679813717,0.10440606140681491,1.3111699947017996
SMAD3,True,True,0.03230568488859155,0.03254748382732682,6.596907822999995
TXNDC5,True,True,3.82672700964386e-14,8.677761978211336e-14,170.36752302400004
SDHAF3,False,False,0.4041541989871026,0.4043538293876291,0.9807459684799973
TBX15,False,False,0.33993802556270114,0.3401691041555224,0.9429862901130595
SCGB1D4,False,False,0.39302516040258273,0.39323013396514905,1.2388609042761558
ZNF37A,False,False,0.5977857007152239,0.5979029692571348,0.6498539255999987
HOXA3,False,False,0.9992338415538652,0.999234033453373,0.0011430324829984073
LYRM2,False,False,0.09572605274916249,0.09603986793980916,0.6736029499999923
DHTKD1,True,True,0.0006027539315051519,0.0006274360320848158,4.612925430800001
CYP4A11,False,False,0.17972394887034326,0.18002913297241438,1.210312866015304
LYPLA2,True,True,9.110212754163658e-09,1.2094581513492906e-08,12.999176403999996
WWTR1,False,False,0.447599208910084,0.447778544881669,2.1078395821580003
CEP192,False,False,0.4373085772832711,0.4374926336647005,0.8914923288000018
SLC8A1,False,False,0.889969437028961,0.8899973450178392,0.1778361735392
NFAT5,True,True,0.0001927253883616029,0.00020356502639433456,3.7424300923999994
SYNGR2,True,True,1.6115176913887333e-26,3.4341008571552536e-25,91.93947084200002
MAPKAPK5,True,True,0.044624776192956316,0.044893848111482955,2.527940232000006
KIR2DL2,True,True,1.7764113850269374e-32,1.783936679355191e-30,9.522825403021198
SCG2,False,False,0.6941697846641314,0.6942537627855216,0.8576827304292798
NIPA2,True,True,4.343563994650469e-08,5.49689236298307e-08,12.83403598599999
RMDN3,True,True,1.7830396061440905e-20,1.0727926971723872e-19,11.541120825799993
AC145212.2,False,False,0.7260642539318665,0.7261381872792627,0.33632357335999785
PSMB10,True,True,1.6619122074063818e-23,1.8118176395596904e-22,38.052435696
MFSD6L,False,False,0.4371319690416773,0.43731610692291956,0.8960828655815803
WBSCR27,False,False,0.2178897298562208,0.21817994225360665,0.6077222724600002
RPS6KC1,False,False,0.9779865765721298,0.9779920930626392,0.01712417520000109
LRRK1,False,False,0.4319125877139982,0.4320991415106272,1.4235623018200014
FXR2,False,False,0.5802874110480063,0.5804112467562565,0.7861679435999989
HUNK,False,False,0.41788411870333386,0.4180772344502858,0.8529005397386
C10orf2,True,True,0.016499935735195776,0.016682851250429148,4.017403252600001
LIPI,False,False,0.13254652943603634,0.13286291168324726,1.60184611530004
NEDD4L,True,True,0.0006624623843355966,0.0006888296623407643,4.359571886999998
POU2F3,False,False,0.7924703421446004,0.792524649247967,0.39717078331440003
ESR1,False,False,0.8408539144078659,0.840894828402036,0.3283745136020002
SLMO1,False,False,0.85508559269668,0.8551226847446094,0.28000220829599964
MALL,False,False,0.09230570912006038,0.09261845396129968,4.089839961803001
TSPAN6,False,False,0.3542327954494642,0.3544567640864863,1.1606541725219977
C17orf80,False,False,0.9053396461450408,0.9053635778173414,0.049536698400000745
REG1A,False,False,0.055086863198241603,0.05537195282523522,1.2687793975568797
RNF146,False,False,0.15530498448858573,0.15561735565732318,2.839225587999991
KLHL8,True,True,0.04728582746547939,0.04755948665055091,4.520573603400001
MYO15A,False,False,0.23908669610365407,0.23936737838417954,1.58321880799812
INPP1,False,False,0.0889742341294202,0.08928575709144766,2.1182797785680023
TMEM43,True,True,1.695968316857763e-16,5.295734200064988e-16,14.177338002000013
C21orf59,False,False,0.8454379636723113,0.8454776413610736,0.237373335000008
HTR3D,False,False,0.33764012341276983,0.3378723486232629,0.8854819471953256
DNA2,False,False,0.7111591334440035,0.7112377064859594,0.5018740805000004
UBAC2,True,True,2.626817351802927e-05,2.8624663186007042e-05,4.420657931199997
FEM1C,False,False,0.1529074411998594,0.1532203757453582,1.3928259390000015
NRP1,False,False,0.128628868096528,0.12894559368092484,9.578669442739994
SPATA22,False,False,0.4214046417794106,0.421596101567304,0.9243645913173122
GGT5,False,False,0.3130926019884077,0.31333710906771606,1.6706245297412012
HGSNAT,False,False,0.6715201789834306,0.6716115663121252,0.8985164902000058
PRDM4,True,True,1.5309056896225544e-11,2.588726912407774e-11,8.930033938600001
CBS,False,False,0.1382845964457378,0.1386002735887235,3.991902245927996
SOS1,True,True,0.032910294828493086,0.033153712839725305,2.868731308400001
DACT2,False,False,0.556013625658029,0.5561468565479974,0.22284074318113212
PSD,False,False,0.45656588641457996,0.4567411556706559,0.9664535251270006
BRD9,False,False,0.41067255453993756,0.4108690810674682,1.0004013329999957
KIF11,True,True,0.02893259366584338,0.029164692767144007,2.92230487218
LRP6,False,False,0.984309130002311,0.984313061101147,0.008810413449999999
HDC,False,False,0.8797180273617559,0.8797486096611842,0.6781411658583085
KCNS2,True,True,0.03749955439462914,0.037754223663718625,2.149573597664406
ZC3H13,True,True,0.020732942658869335,0.020935576358088133,4.251429606999999
CASP4,True,True,1.4965070402150506e-06,1.7274595891976586e-06,65.17462635100001
LRTM2,False,False,0.26334756757485367,0.26361671977211915,1.4195954628957879
ACTR10,True,True,0.0005627255763113389,0.0005862445135862196,3.16461741
CSNK1A1L,False,False,0.9034049843798325,0.9034294145119885,0.17456862689265118
TMEM104,True,True,0.0033292549500876898,0.0034055964927976862,6.121905188599998
GLUD1,False,False,0.23731210850683482,0.23759361156419065,4.0201060039999845
TXNL1,False,False,0.21005250617316018,0.21034606205483003,1.7288321939999918
ORMDL2,False,False,0.12497448384853832,0.12529142044396516,3.1916825079999995
SNX8,True,True,2.903279127862155e-12,5.2918543476730775e-12,11.200472982600001
GOLGA8F,False,False,0.878910432299917,0.8789412260955756,0.17715920411713038
PLEKHM3,True,True,0.007672993665835158,0.007797029758544628,2.0180555685999995
SYT9,False,False,0.2729537527412217,0.2732182177174843,1.4066525896926994
PCDHGB7,False,False,0.31515487296686784,0.31539834736942457,1.3062444169483998
DUSP8,False,False,0.4255635771740328,0.42575308858539984,1.2314544460600008
NDUFS7,False,False,0.18180200843682137,0.18210647722819429,2.255892463200013
E2F6,False,False,0.8173791329546487,0.817426462435549,0.19092588774000152
KIAA1407,True,True,0.00035961742286250034,0.0003767144715679956,4.185744103070002
RGS10,True,True,0.0014300383648261552,0.001474546913438368,12.12199319199999
MCUR1,False,False,0.6167997144700152,0.6169100374209928,0.3942127801999966
DYNAP,False,False,0.37585356013605165,0.37606687755185053,1.0816345810999994
AXIN2,False,False,0.985423071638244,0.9854267235277687,0.03156709624359966
HIGD2B,False,False,0.5144783029372213,0.514628396408346,0.6243913665864201
DPH7,True,True,0.00017827168962548462,0.00018850256223799388,4.425000569799998
NGFRAP1,False,False,0.27265416499304096,0.2729187769254911,7.32284558165999
RRAS2,True,True,0.0018247071190808644,0.0018769289605485805,8.130644932200013
CYFIP1,False,False,0.9146432943604071,0.9146648365256049,0.20967776859999532
IMPG2,False,False,0.21002297035929918,0.21031653862303779,0.5916847997906002
TUBB4B,False,False,0.7124898746186838,0.7125680296081249,4.226200050000045
MECR,False,False,0.19609548272069,0.1963946818020391,3.074099520439999
KIFC2,False,False,0.6805936901823364,0.6806820806992393,1.0412796319999984
CDH26,False,False,0.6094886304723343,0.6096016009300882,0.6514528842366003
TMEM248,False,False,0.5584026631372332,0.5585349544509298,0.9199251260000025
BCL2L12,False,False,0.9847125540541473,0.9847163840313784,0.03703243740000062
XRCC2,False,False,0.7272433074915783,0.7273168777674706,0.5896933599980012
SLC25A20,True,True,7.134691178685402e-54,1.836087979184688e-48,17.531928771800008
FAM72D,False,False,0.7051403514092471,0.7052208247968488,0.3938872030176004
MRPL3,True,True,0.012942211290802249,0.013105060713706308,6.0655972539999965
PHF23,False,False,0.7943803886049587,0.7944341539479205,0.30387225700000897
SCO2,False,False,0.10717290539843832,0.10748910451423653,3.909954698
SLC25A33,False,False,0.8084505292577564,0.8085003385911456,0.4357181816000004
GPR26,False,False,0.9103567309273205,0.9103793725198538,0.15977861723984055
GSTM2,True,True,1.6098813551735068e-37,7.52217439531225e-35,18.6265017314
GANAB,True,True,0.00010873452319938569,0.00011579751243762147,17.620758025999976
GLP2R,False,False,0.8232000554988881,0.8232457804271751,0.16470293218670196
SLC19A3,True,True,0.04811195733002381,0.04838696382229643,0.7332756846019994
LEF1,False,False,0.4749610463358216,0.47512811172054914,1.8443583881039984
MKS1,False,False,0.9143624525302433,0.9143840666497938,0.10366684399999926
DFFA,False,False,0.8473339933266368,0.8473731611438264,0.16665769319999768
TMEM55B,False,False,0.18070483091624734,0.18100967912827107,3.2105452379999946
C1orf116,False,False,0.07701365385756404,0.07731911506800232,2.480575312118458
ZFP42,False,False,0.21219062272406664,0.21248327775584935,1.6361774069304005
GJC2,False,False,0.6017263603119525,0.601842173247952,0.7061294573195886
DOK5,False,False,0.2756831700963759,0.2759462941748712,1.5952653445902205
C14orf105,False,False,0.7899173756478733,0.7899724086826112,0.24893996742599978
STARD7,False,False,0.16621862157456035,0.16652808288319382,3.321145619999996
CKMT1A,False,False,0.8989755414622382,0.8990011149769307,0.25543673936877287
TIMM50,False,False,0.31053971915771095,0.3107855043594427,6.678815249799989
TAS1R2,False,False,0.5719687008029102,0.572095718606489,0.7946803331979966
OR6B1,False,False,0.4870512635844928,0.4872130409919718,0.9576411763210515
ANHX,False,False,0.17748164906637365,0.17778758897656907,1.109479722104567
VPS45,False,False,0.059544731593292634,0.05983520159725879,3.0847873994000032
SOHLH1,False,False,0.32815524927606043,0.32839221495365867,1.0515562376387861
CYP8B1,False,False,0.3321618934400521,0.3323968553195069,2.376646126042426
DMWD,True,True,0.00044963143140988056,0.00046969547227704045,3.7704768601999987
P2RX7,False,False,0.200953977042169,0.20125126151698716,1.7575478901400015
RALGPS2,True,True,3.409204236205719e-38,1.986372679986805e-35,75.81814860531999
JMJD4,False,False,0.9837073249553074,0.9837114069090991,0.018097934199998278
GSTA3,False,False,0.2222870215574303,0.22257531100208294,1.902311532289164
IL25,False,False,0.8528218108980646,0.8528595077236161,0.34255006934530985
C12orf74,True,True,0.022549003658029785,0.022759025365474153,2.0474237585343396
VIP,False,False,0.38569003760935316,0.38589856134763734,1.441015512092713
KCNH5,False,False,0.7635393635513456,0.7636020243025112,0.36650236036522865
FAM151B,False,False,0.6663725055401679,0.6664656104766717,0.24904050607967987
RP13-147D17.3,False,False,0.5494815055405633,0.5496173221683103,0.8858336130433901
ENTPD3,False,False,0.06539528309650142,0.06569175481930263,2.3982862861468597
ZC3H3,False,False,0.8630546732560028,0.8630896454059914,0.33264072199999717
ST13,True,True,3.156491802814441e-05,3.428739315636385e-05,15.002471445999987
CENPL,False,False,0.29379582835896934,0.29404997928652066,1.0499674527200007
ZSCAN9,True,True,2.6807843441098208e-11,4.424918658458317e-11,2.953505763000001
CUEDC1,False,False,0.6701250072515066,0.6702168588459241,0.7108307343
MEST,False,False,0.051894203563440544,0.05217495033123383,4.269649695514403
CHRNA5,False,False,0.10106408385621155,0.10137922685969139,1.5183151540599997
BTBD2,False,False,0.4823949032537198,0.48255870736560413,1.4983918679999988
RTN3,False,False,0.2412711977603964,0.24155086475982268,6.682230693999998
TSGA10IP,False,False,0.8479707361962867,0.8480097329752073,0.12465787936904649
BARHL2,False,False,0.3268528105033869,0.3270904278778267,1.3270325714512121
MED10,True,True,0.0061696377614657155,0.006279500801526578,4.147511685999994
HSD11B2,False,False,0.2659951682559083,0.26626303403760776,0.6816980937450003
TMEM71,True,True,2.8518813661472806e-23,2.9608197761331794e-22,33.923283490980005
TTYH2,False,False,0.08452193738676356,0.08483152787360461,2.7169052658799995
ARHGAP31,False,False,0.4005193387998879,0.40072070838914153,0.7796728072600025
BARX1,False,False,0.3681167460560272,0.3683338581904655,1.3249639435555638
PRAF2,True,True,0.002258952957485729,0.0023188607001706544,5.120956346000003
CHURC1,True,True,0.0016490851961278852,0.0016979727631697245,8.209488444000016
ZNF222,False,False,0.1828137156093741,0.18311783112778182,2.1622721049600004
DDX53,False,False,0.34636344389732054,0.3465913212725684,0.63617773450792
FAM163B,False,False,0.2597067068142771,0.25997762043244443,1.1366900738202221
ZNF257,False,False,0.07964226174965018,0.07994930194473578,2.773950995738
HIBADH,False,False,0.7032338458340028,0.7033149244635439,0.5994766469999995
PLA2G12A,False,False,0.21247987512217725,0.21277240761115626,1.805757886000002
YBX2,False,False,0.7443954800698,0.7444638317352055,0.17365951501120214
SPANXN5,False,False,0.8767967977784956,0.8768281456868134,0.1800799542296645
NR2C1,False,False,0.20534734984291503,0.20564285596905693,1.5979185890000007
LRRN1,False,False,0.2461700668766723,0.24644743850086379,2.1238741165042003
FBXO2,True,True,0.02281228834727293,0.023023335204668146,1.731085044460002
MBD4,True,True,1.3956583715208965e-21,1.0334933760904073e-20,16.80265266700001
TRMT13,False,False,0.09359081866850491,0.09390398683552936,2.4645840935999956
VWC2,False,False,0.1349157519109327,0.13523187108873294,2.8275282985490606
RFFL,True,True,3.0323733905781556e-13,6.16884926168753e-13,10.825341908000006
MEF2C,True,True,6.658935408433915e-45,4.2162946935112484e-41,65.48005020886
TLE3,True,True,0.000910370928777151,0.0009432115841458944,8.0977210776
TBC1D5,False,False,0.16751158799087573,0.1678206699927791,1.3885385350000021
SLC27A3,True,True,9.902066548248342e-39,6.895658779198501e-36,13.306074535599997
SPRED2,True,True,0.0003635238934797027,0.0003807544799942206,4.323412003200001
CD5,False,False,0.9264392559676282,0.9264577849991854,0.28346363619799675
TMEM37,False,False,0.4670952597551076,0.4672658099730512,1.5128383171044995
HAGHL,False,False,0.34568265224779116,0.34591086842194385,2.367764034264006
NUDT15,False,False,0.5840310338552896,0.5841534502380282,0.29945590579999504
CYP39A1,False,False,0.2236232733378638,0.22391097227664575,2.2057135162860804
TSHB,False,False,0.361498303381388,0.3617186770427542,1.1213920216698594
TRIM43,False,False,0.6241043984920023,0.6242121047346373,0.4213129105791138
HNRNPA3,False,False,0.931339943773418,0.931357225852959,0.6320098519998965
TARBP1,False,False,0.42539243205913346,0.4255820234784419,0.7115261119999996
KIAA0391,False,False,0.10096432316419976,0.1012794449604533,1.7081130800000004
EOGT,False,False,0.3241474259603271,0.3243863974161796,1.478792563599999
TRIM17,True,True,3.585697859148771e-07,4.283755590008153e-07,3.2893295156714006
DNAH10OS,False,False,0.7458083742761015,0.7458763012151606,0.3804311466099999
IL20,False,False,0.13785495040280307,0.13817068822503123,1.901343019709345
E2F4,True,True,3.6451318032577694e-06,4.126365428698139e-06,5.8863408880000065
KCNJ13,False,False,0.5190394698136918,0.5191876625627843,0.33213034559540033
PTPN14,False,False,0.236409474371454,0.23669139349412047,0.6853866345080002
PRPS1L1,False,False,0.060940390928833285,0.061232395838372,1.9106716513796145
MFSD6,True,True,2.90373992548009e-07,3.4877849499113037e-07,5.047106719200006
USP51,False,False,0.9903876042370475,0.9903900120827736,0.011840828674400505
C1QC,False,False,0.5591196222320729,0.5592516322137506,6.8640717468078805
SNX14,True,True,1.435026988931728e-12,2.7041777815654927e-12,10.443674924
KIF17,False,False,0.21518566396318062,0.21547704260669,1.8153310914777139
PRIM1,False,False,0.7776052088844239,0.7776637727498574,0.4102073175199976
CPNE5,True,True,1.8209467098503976e-36,6.06915547153976e-34,34.851287966944
OR4N2,False,False,0.9770431787664524,0.9770489319246891,0.030519853847331913
POLR2J2,True,True,0.0002826298175052634,0.00029698915410717055,2.4886960186000024
POC1A,False,False,0.12240210591070343,0.12271912384353266,1.2774807574999993
AQP6,False,False,0.2621608269469389,0.2624305542786143,1.2547438063867915
LRRC31,False,False,0.09554884526275223,0.09586260937210284,3.040151915470373
RANBP6,True,True,0.04464753291349718,0.044916645728395474,2.1548767665999975
CCL28,False,False,0.05827479940856972,0.0585638127286979,0.7280310846799987
EFHC1,False,False,0.07718680724220518,0.07749237714233216,3.4441061829200006
NHSL2,True,True,0.0028387074515034035,0.0029078896423454605,3.6143979145811995
GRM1,False,False,0.8292030704642511,0.829247150339259,0.27462059830074215
RBP5,True,True,0.00031516948619344766,0.0003307120023401577,2.5842239187989993
SMAGP,False,False,0.18919658486460766,0.18949839964229728,1.6669147810000027
ACR,False,False,0.48717694912320253,0.48733867199765424,0.5155997460712743
SRRM5,False,False,0.7629882172211511,0.7630510399239723,0.4131463590619995
CD300LD,False,False,0.5709661680596618,0.5710935719941204,0.20461288443580017
COMMD8,True,True,0.000196833247160541,0.00020784337876534055,4.205434109399999
MCM4,False,False,0.05451862867435084,0.054802976777686176,6.271688932199993
OR13C3,False,False,0.5040795315244836,0.5042340035835013,0.6290751174952117
SEZ6,False,False,0.7745414370295427,0.7746008874048591,0.3223904409509002
IGSF23,False,False,0.7548826430924299,0.7549478603367052,0.5485384273863401
DLX3,False,False,0.4414739482698874,0.4416560871933356,0.5268437271079482
CHCHD4,False,False,0.8090452548488059,0.8090948982821383,0.20434069459999904
AGBL2,True,True,0.04185912394241817,0.04212299708204976,1.9916466133400013
STRAP,False,False,0.18644749014188533,0.18675031067797868,4.588070890000012
TTBK1,False,False,0.4490394849978079,0.4492181648108522,1.0303426143676984
BBS7,False,False,0.32249540852168435,0.32273520704586944,1.7199720669999987
TECTA,False,False,0.22289763855882627,0.22318565850963354,0.6545447675212002
TAS2R42,False,False,0.5568821754179691,0.5570150643402416,0.43502331563879704
SLC9A8,False,False,0.1358247380820337,0.1361407457013124,3.3378619630000017
MCRS1,True,True,0.006363042562772836,0.0064748369954137006,4.795049019999993
BPY2,False,False,0.1284044662297252,0.12872120788560742,1.7914623329062114
DKK1,False,False,0.4473951680636471,0.44757459708216873,3.350925057757401
LTV1,False,False,0.7066499007963186,0.7067298960878566,0.5132751399999975
CEP78,True,True,1.1710589088299633e-41,2.2413562781968706e-38,19.445584903200004
FAM212B,False,False,0.4164290115282384,0.41662281347946606,1.2527486527679992
ATP5E,True,True,0.0030877508134360453,0.003160637273912674,16.083145925999986
EHD2,False,False,0.927515112058624,0.9275333671136708,0.2651196376480094
MOK,True,True,0.038010159680227036,0.0382659764487626,3.2007281761532003
PTK2B,False,False,0.11332734766819805,0.11364416541913731,7.4815956562
INPP5J,False,False,0.05254877805073255,0.05283045094718378,0.8776917673934594
ZNF213,False,False,0.33362837132459267,0.3338626002314421,1.5684965355999996
UPF3A,False,False,0.19776003825120847,0.19805858779810154,1.2577239348000049
NDRG2,False,False,0.2281492393980954,0.2284349182466501,2.0391504337680004
LIPT1,True,True,0.002658107103157073,0.0027245044102132605,2.271973857799999
RNF222,False,False,0.662122792918787,0.6622173254904123,0.7156301127321998
RNF39,False,False,0.3005503709733415,0.30080115215386927,0.6153731985780002
HEATR6,False,False,0.854655237133918,0.8546924440634697,0.12396844300000076
ZNF681,True,True,0.01092577279825751,0.011075338570329229,1.9885271876760005
KHNYN,True,True,0.0001895270656390923,0.00020023320445287763,7.930304323999991
CCDC112,True,True,0.04435217627996247,0.044620755991488466,1.3191218820000028
LRRN2,True,True,0.03421226071189592,0.034459051784183084,3.1578218621780003
CST9L,False,False,0.8724433125586388,0.8724758045037653,0.2822743509014891
C2CD4A,False,False,0.5763152415071835,0.5764405917929643,0.29222796320800004
SPHK2,False,False,0.1655933145520434,0.16590295682398742,1.3585280538000006
OVOL1,False,False,0.6837130244491563,0.683800393634728,0.22513116386272003
NEURL1B,False,False,0.5913227092548397,0.5914423835886408,0.7292607066891992
ATP1A2,False,False,0.6781167651195703,0.678205969865952,0.6228140382740079
CCDC144NL,False,False,0.6100382894975325,0.6101510599124642,0.7635904377974001
CD3E,True,True,5.903219981642346e-16,1.7047113662507609e-15,69.54356237728
CYP17A1,False,False,0.3891786673113543,0.38938549984776716,1.2272493474130595
NAT6,True,True,1.080211660880362e-06,1.2563168185767263e-06,3.5651536060000026
B4GALT4,False,False,0.257094767421978,0.2573669388379821,2.576534461200005
SLC7A7,True,True,0.014293455481277513,0.014464376442148394,8.590358054920003
FAM198B,False,False,0.6230820847376402,0.6231901554965619,1.3005780207693967
IBA57,False,False,0.1536840518487873,0.15399680711316796,0.6433023029200005
ATP10B,True,True,0.030000981589490206,0.030236281325987716,0.6044939316334221
LYVE1,False,False,0.6898566965912394,0.6899420673693395,0.29691033577782
SPSB4,False,False,0.35986963992477516,0.36009081818496647,0.746631772126571
PRDX5,True,True,8.595960144738192e-06,9.562695030192483e-06,33.95503449799992
TPSD1,False,False,0.19492424496023764,0.19522389692269057,1.2009143370391524
